Date,Price,Open,High,Low,Vol.,Change %
08/30/2019,984.06,980.25,984.87,980.25,143.16K,0.56%
08/29/2019,978.59,978.17,978.78,973.34,138.39K,0.14%
08/28/2019,977.26,977.1,981.35,977.1,147.21K,0.05%
08/27/2019,976.79,986.33,988.49,976.79,199.81K,-0.62%
08/26/2019,982.88,983.8,984.61,977,189.79K,-0.96%
08/23/2019,992.45,998.21,998.21,990.83,162.57K,-0.48%
08/22/2019,997.26,996.41,998.67,993.23,153.00K,0.29%
08/21/2019,994.38,984.36,995.44,983.3,201.56K,0.99%
08/20/2019,984.67,983.94,985.35,981.75,177.94K,0.37%
08/19/2019,981.03,984.04,985.48,979.17,158.09K,0.11%
08/16/2019,980,974.88,985.61,974.88,198.01K,0.06%
08/15/2019,979.38,958.05,979.38,955.76,182.91K,1.08%
08/14/2019,968.91,975.88,975.99,968.91,151.49K,0.22%
08/13/2019,966.83,972.7,973.09,964.03,181.50K,-0.87%
8/12/2019,975.31,975.38,977.63,973.22,174.55K,0.10%
8/9/2019,974.34,976.41,978.69,974.33,192.31K,-0.09%
8/8/2019,975.24,965.93,975.83,964.21,219.24K,0.96%
8/7/2019,965.93,967.18,971.96,961.64,219.15K,0.14%
8/6/2019,964.61,960.29,966.15,958.39,210.93K,-0.88%
8/5/2019,973.15,988.6,988.99,973.15,195.93K,-1.81%
8/2/2019,991.1,987.55,991.39,985.69,186.79K,-0.63%
8/1/2019,997.39,993.25,997.39,990.88,222.66K,0.58%
07/31/2019,991.66,986,993.4,982.64,172.88K,0.57%
07/30/2019,986.02,"1,001.46","1,002.77",986.02,154.32K,-1.19%
07/29/2019,997.94,994.23,997.94,988.29,147.83K,0.46%
07/26/2019,993.35,994.8,998.52,992.97,152.41K,-0.16%
07/25/2019,994.95,986.85,997.49,986.85,171.79K,0.66%
07/24/2019,988.41,993.01,994.85,986.34,169.64K,-0.11%
07/23/2019,989.46,981.38,990.45,980.22,184.83K,0.76%
07/22/2019,982.04,981.17,985.13,980.08,164.37K,-0.03%
07/19/2019,982.34,978.12,986.12,978.12,170.27K,0.64%
07/18/2019,976.05,979.16,979.49,975.01,139.85K,-0.66%
07/17/2019,982.57,981.49,985.59,979.05,170.02K,0.05%
07/16/2019,982.11,975.05,982.11,975.05,174.67K,0.99%
07/15/2019,972.53,975.57,975.66,970.93,150.55K,-0.29%
7/12/2019,975.4,980.11,982.1,974.32,157.31K,-0.33%
7/11/2019,978.63,976.95,980.02,975.03,161.66K,0.51%
7/10/2019,973.65,971.19,974.96,971.19,154.56K,0.47%
7/9/2019,969.05,965.24,969.05,963.05,169.48K,0.28%
7/8/2019,966.35,972.83,972.83,963.84,165.88K,-0.92%
7/5/2019,975.34,973.04,975.34,970.16,137.92K,0.24%
7/4/2019,973.04,961.78,973.04,961.65,189.90K,1.32%
7/3/2019,960.39,960.44,961.67,956.91,136.59K,-0.17%
7/2/2019,961.98,964.77,966.76,959.8,138.22K,-0.38%
7/1/2019,965.61,958.92,965.61,957.66,166.45K,1.65%
06/28/2019,949.94,944.53,949.94,939.12,182.63K,0.72%
06/27/2019,943.11,959.48,959.48,943.11,159.03K,-1.67%
06/26/2019,959.13,960.13,962.7,958.38,252.32K,-0.10%
06/25/2019,960.13,961.19,963.23,960.06,164.35K,-0.28%
06/24/2019,962.85,960.29,967.11,959.8,150.30K,0.38%
06/21/2019,959.2,962.69,964.52,959.12,206.14K,0.00%
06/20/2019,959.18,949.48,962.33,948.97,185.49K,1.00%
06/19/2019,949.69,948.92,950.04,946.83,147.36K,0.60%
06/18/2019,944.01,945.73,947.3,938.95,166.94K,-0.31%
06/17/2019,946.95,953.97,955.18,944.47,174.37K,-0.70%
06/14/2019,953.61,948.65,954.7,948.65,155.88K,0.37%
06/13/2019,950.08,951.26,952.06,946.29,142.81K,-0.43%
6/12/2019,954.17,960.6,960.6,953.83,138.11K,-0.82%
6/11/2019,962.07,962.43,964.81,959.98,136.38K,-0.09%
6/10/2019,962.9,963.78,966.9,958.6,154.90K,0.48%
6/7/2019,958.28,951.64,958.28,950.94,148.04K,1.06%
6/6/2019,948.21,951.41,951.41,939.35,125.90K,-0.34%
6/5/2019,951.41,955.8,958.39,951.39,131.58K,0.03%
6/4/2019,951.16,945.62,951.42,943.21,162.40K,0.50%
6/3/2019,946.47,953.58,955.78,940.28,184.66K,-1.40%
05/31/2019,959.88,968.53,969.94,959.88,136.53K,-0.98%
05/30/2019,969.34,971.01,974.56,967.21,159.99K,-0.23%
05/29/2019,971.54,973.31,974.96,969.55,145.31K,-0.05%
05/28/2019,972,977.02,978.8,969.51,148.99K,-0.32%
05/27/2019,975.14,970.73,975.4,970.41,138.47K,0.53%
05/24/2019,970.03,976.59,983.14,970.03,168.34K,-1.29%
05/23/2019,982.71,982,984.57,977.17,160.09K,-0.11%
05/22/2019,983.78,986.66,992.26,982.68,174.96K,-0.25%
05/21/2019,986.29,989.67,992.84,986.07,206.56K,-0.09%
05/20/2019,987.13,975.95,987.13,974.47,153.16K,1.09%
05/17/2019,976.48,977.85,980.04,974.91,135.09K,0.08%
05/16/2019,975.69,976.96,981.22,975.69,170.22K,0.01%
05/15/2019,975.64,967.95,977.65,967.95,188.85K,1.07%
05/14/2019,965.34,952.13,965.34,952.13,158.18K,0.71%
05/13/2019,958.54,952.11,958.54,951.76,232.04K,0.63%
5/10/2019,952.55,950.37,953.92,947.85,131.03K,0.58%
5/9/2019,947.01,950.66,953.66,944.91,181.40K,-0.44%
5/8/2019,951.22,950.1,953.88,947.86,143.30K,-0.66%
5/7/2019,957.56,961.31,965.61,955.42,145.34K,-0.04%
5/6/2019,957.97,964.37,964.89,955.41,155.65K,-1.66%
5/3/2019,974.14,976.77,977.13,971.75,148.57K,-0.45%
5/2/2019,978.5,978.81,979.93,975.51,152.16K,-0.12%
04/26/2019,979.64,972.86,979.64,970.73,118.54K,0.57%
04/25/2019,974.13,976.46,976.46,971.92,149.12K,-0.29%
04/24/2019,976.92,969.66,978.71,969.66,134.07K,0.92%
04/23/2019,968,964.84,970.98,964.35,154.89K,0.22%
04/22/2019,965.86,963.78,966.69,959.33,216.34K,-0.04%
04/19/2019,966.21,968.27,971.73,965.46,106.98K,0.41%
04/18/2019,962.3,969.5,973.73,962.05,160.39K,-1.01%
04/17/2019,972.1,977.17,980.71,972.1,186.72K,-0.52%
04/16/2019,977.17,970.87,978.53,963.06,150.02K,-0.58%
4/12/2019,982.9,984.66,984.69,980.26,153.83K,-0.31%
4/11/2019,985.95,984.46,985.95,981.06,129.48K,0.41%
4/10/2019,981.91,984.79,987.27,976.83,159.91K,-0.66%
4/9/2019,988.48,999.89,"1,000.02",987.82,165.18K,-0.91%
4/8/2019,997.56,989.26,997.56,989.26,163.69K,0.84%
4/5/2019,989.26,986.91,990.38,986.39,189.29K,0.24%
4/4/2019,986.91,987.47,989.08,982.94,165.31K,0.25%
4/3/2019,984.46,984.74,985.26,980.3,216.94K,-0.14%
4/2/2019,985.81,994.87,996.41,985.48,236.02K,-0.28%
4/1/2019,988.53,980.76,988.53,980.76,188.62K,0.79%
03/29/2019,980.76,985.35,988.24,980.76,173.91K,-0.23%
03/28/2019,982.98,973.44,983.18,972.6,217.07K,0.72%
03/27/2019,975.91,976.67,979.32,972.25,159.94K,0.63%
03/26/2019,969.79,970.07,978.99,966.9,175.42K,-0.03%
03/25/2019,970.07,976.53,976.53,964.76,245.78K,-1.89%
03/22/2019,988.71,984.9,990.07,981.3,206.93K,0.71%
03/21/2019,981.78,"1,005.12","1,006.37",981.78,200.03K,-2.05%
03/20/2019,"1,002.30","1,002.86","1,003.25",992.02,300.09K,-0.43%
03/19/2019,"1,006.59","1,013.75","1,014.51","1,004.22",236.59K,-0.52%
03/18/2019,"1,011.86","1,004.12","1,013.29","1,004.12",230.55K,0.77%
03/15/2019,"1,004.12","1,008.44","1,008.44","1,001.10",250.28K,-0.43%
03/14/2019,"1,008.44","1,006.37","1,011.39","1,002.09",224.54K,0.30%
03/13/2019,"1,005.41","1,003.75","1,009.77","1,003.01",229.38K,0.41%
3/12/2019,"1,001.32",991.14,"1,001.32",990.46,208.19K,1.70%
3/11/2019,984.6,982.94,987.11,981.34,178.66K,-0.07%
3/8/2019,985.25,987.89,991.98,984.48,202.51K,-0.88%
3/7/2019,994.03,995.65,"1,004.55",994.03,210.70K,-0.05%
3/6/2019,994.49,993.01,994.49,985.51,250.93K,0.21%
3/5/2019,992.45,990.08,"1,000.25",987.92,297.44K,-0.15%
3/4/2019,993.99,983.5,994.46,983.33,235.64K,1.47%
3/1/2019,979.63,971.05,980.82,970.54,170.04K,1.47%
02/28/2019,965.47,989.84,990.25,965.47,224.81K,-2.50%
02/27/2019,990.27,989.61,994.46,988.09,258.93K,0.33%
02/26/2019,987.06,991.63,996.44,979.24,251.65K,-0.74%
02/25/2019,994.43,996.06,999.9,992.72,227.74K,0.56%
02/22/2019,988.91,983.99,993.16,982.86,215.63K,0.14%
02/21/2019,987.57,972.82,987.57,970.31,178.58K,1.75%
02/20/2019,970.58,963.29,972.75,963.29,170.88K,0.65%
02/19/2019,964.35,962.84,971.92,962.81,231.96K,0.32%
02/18/2019,961.3,954.85,961.3,953.32,194.65K,1.09%
02/15/2019,950.89,951.9,955.4,948.26,160.69K,-0.15%
02/14/2019,952.34,946.54,953.66,945.99,181.06K,0.75%
02/13/2019,945.25,937.61,945.25,937.34,215.28K,0.82%
2/12/2019,937.54,930.37,938.64,926.98,188.42K,1.24%
2/11/2019,926.1,916.21,926.1,916.07,124.64K,1.92%
2/1/2019,908.67,911.98,912.81,907.52,140.80K,-0.22%
01/31/2019,910.65,919.12,920.36,910.38,138.05K,-0.57%
01/30/2019,915.84,914.08,917.8,913.48,139.40K,-0.01%
01/29/2019,915.93,913.67,915.93,907.09,121.44K,0.41%
01/28/2019,912.18,912.53,913.43,908.9,133.32K,0.36%
01/25/2019,908.88,908.86,911.59,907.96,117.59K,0.01%
01/24/2019,908.79,908.56,910.59,906.59,110.29K,0.07%
01/23/2019,908.18,905.73,910.12,905.12,129.14K,0.18%
01/22/2019,906.55,912.73,913.37,906.55,152.16K,-0.49%
01/21/2019,911.05,905.25,911.74,903.09,165.63K,0.97%
01/18/2019,902.3,902.7,906.35,900.64,140.75K,0.05%
01/17/2019,901.89,908.48,909.06,901.89,133.89K,-0.75%
01/16/2019,908.7,911.32,912.48,906.39,164.29K,-0.11%
01/15/2019,909.68,901.21,909.68,898.92,127.19K,0.87%
01/14/2019,901.8,903.83,903.83,897.18,143.85K,-0.10%
1/11/2019,902.71,899.1,904.37,899.1,131.41K,0.49%
1/10/2019,898.3,897.85,899.47,895.17,130.59K,0.15%
1/9/2019,896.99,890.26,897.25,888.61,160.51K,1.08%
1/8/2019,887.44,891.37,891.87,883.67,112.83K,-0.25%
1/7/2019,889.64,890.47,896.63,885.3,127.55K,0.99%
1/4/2019,880.9,872.69,881.48,861.85,136.57K,0.31%
1/3/2019,878.22,889.78,892.21,872.12,156.58K,-1.52%
1/2/2019,891.75,900.1,900.1,891.1,111.52K,-0.09%
12/28/2018,892.54,903.79,903.79,892.54,175.94K,-0.92%
12/27/2018,900.81,904.8,906.63,900.81,151.69K,1.02%
12/26/2018,891.75,896.63,899.49,890.86,139.07K,-0.69%
12/25/2018,897.94,893.71,897.94,882.17,250.43K,-1.17%
12/24/2018,908.56,910.86,916.41,908.56,158.97K,-0.41%
12/21/2018,912.26,911.57,915.02,907.88,199.11K,-0.65%
12/20/2018,918.24,915.5,921.79,914.18,146.89K,-0.11%
12/19/2018,919.24,926.35,927.03,914.55,186.09K,-0.86%
12/18/2018,927.25,933.65,933.65,917.03,175.72K,-0.69%
12/17/2018,933.65,948.09,948.09,933.65,255.17K,-1.93%
12/14/2018,952.04,958.78,960.09,951.04,200.32K,-0.85%
12/13/2018,960.25,961.28,966.83,960.1,171.86K,-0.11%
12/12/2018,961.28,956.32,961.28,956,222.07K,0.70%
12/11/2018,954.58,955.93,957.97,949.34,180.82K,-0.14%
12/10/2018,955.89,955.06,958.25,951.5,213.52K,-0.28%
12/7/2018,958.59,956.49,962.39,955.96,190.46K,0.39%
12/6/2018,954.82,957.14,959.59,948.44,179.14K,-0.24%
12/5/2018,957.14,950.34,960.87,946.97,212.46K,-0.18%
12/4/2018,958.84,952.97,960.44,950.89,227.42K,0.76%
12/3/2018,951.59,937.7,951.59,937.1,209.83K,2.70%
11/30/2018,926.54,924.49,928.92,921.08,158.59K,-0.03%
11/29/2018,926.79,934.88,937.75,926.79,131.82K,-0.37%
11/28/2018,930.2,923.12,930.2,922.03,136.36K,0.77%
11/27/2018,923.12,925.12,930.37,921.26,152.64K,0.23%
11/26/2018,921.03,915.67,921.96,914.43,118.73K,0.33%
11/23/2018,917.97,923.91,925.84,916.87,137.97K,-0.70%
11/22/2018,924.42,924.93,926.15,922.02,155.62K,0.20%
11/21/2018,922.56,909.83,922.56,907.47,152.76K,0.39%
11/20/2018,919.02,909.76,919.02,909.76,159.14K,0.32%
11/19/2018,916.06,902.65,916.06,900.61,149.94K,1.99%
11/16/2018,898.19,901.44,903.21,894.14,160.63K,0.12%
11/15/2018,897.15,901.13,903.83,892.5,166.09K,-0.42%
11/14/2018,900.93,904.16,910.58,898.83,142.27K,-0.49%
11/13/2018,905.38,904.35,910.2,903.48,170.03K,-1.39%
11/12/2018,918.12,909.36,918.99,903.95,125.02K,0.42%
11/9/2018,914.29,921.11,925.31,914.29,149.09K,-1.29%
11/8/2018,926.28,928.69,932.86,925.54,145.78K,0.45%
11/7/2018,922.16,922.03,924.6,915.41,143.11K,0.01%
11/6/2018,922.05,931,931.27,921.93,139.12K,-0.38%
11/5/2018,925.53,920.87,925.53,915.77,136.55K,0.07%
11/2/2018,924.86,911.35,927.62,910.4,222.36K,1.86%
11/1/2018,907.96,915.52,918.84,905.73,182.19K,-0.74%
10/31/2018,914.76,894.23,914.76,894.23,216.19K,2.93%
10/30/2018,888.69,881.32,894.8,880.85,133.32K,-0.01%
10/29/2018,888.82,895.05,897.84,884.92,139.99K,-1.33%
10/26/2018,900.82,918.11,918.16,900.82,157.34K,-1.03%
10/25/2018,910.17,902.59,912.07,885.34,177.77K,-1.36%
10/24/2018,922.73,935.25,939.06,922.73,149.35K,-1.80%
10/23/2018,939.68,950.12,950.42,925.29,202.94K,-1.45%
10/22/2018,953.51,958.36,963.79,953.51,147.53K,-0.51%
10/19/2018,958.36,949.94,959.63,945.83,153.57K,-0.53%
10/18/2018,963.47,968.93,970.75,962.68,145.46K,-0.84%
10/17/2018,971.6,973.14,975.27,969.06,152.27K,0.85%
10/16/2018,963.37,950.36,963.69,950.36,149.13K,1.23%
10/15/2018,951.64,968.8,969.36,951.64,144.31K,-1.90%
10/12/2018,970.08,939.2,970.08,933.35,228.89K,2.56%
10/11/2018,945.89,972.21,972.21,938.83,353.53K,-4.84%
10/10/2018,993.96,998.66,999.62,991.22,191.36K,-0.22%
10/9/2018,996.19,998.7,"1,001.87",996.19,202.59K,0.01%
10/8/2018,996.12,"1,003.31","1,006.13",996.12,205.52K,-1.22%
10/5/2018,"1,008.39","1,020.21","1,020.77","1,008.39",294.15K,-1.49%
10/4/2018,"1,023.62","1,024.68","1,024.68","1,020.40",196.62K,0.32%
10/3/2018,"1,020.40","1,021.08","1,024.59","1,016.47",174.39K,0.16%
10/2/2018,"1,018.79","1,014.26","1,021.51","1,013.11",358.39K,0.58%
10/1/2018,"1,012.88","1,019.49","1,023.87","1,012.88",247.86K,-0.42%
09/28/2018,"1,017.13","1,019.34","1,020.84","1,015.40",247.22K,0.17%
09/27/2018,"1,015.37","1,012.57","1,017.78","1,010.49",207.78K,0.57%
09/26/2018,"1,009.61","1,008.93","1,014.86","1,007.44",261.51K,-0.11%
09/25/2018,"1,010.74","1,011.94","1,014.53","1,008.67",231.99K,-0.05%
09/24/2018,"1,011.29","1,007.52","1,011.29","1,007.45",186.72K,0.83%
09/21/2018,"1,002.97","1,006.25","1,009.10","1,000.39",302.45K,-0.18%
09/20/2018,"1,004.74",995.54,"1,004.74",995.54,204.56K,0.92%
09/19/2018,995.54,998.65,"1,001.83",994.5,244.42K,0.21%
09/18/2018,993.49,983.43,993.49,981.89,197.39K,0.60%
09/17/2018,987.61,990.65,993.83,987.02,164.61K,-0.38%
09/14/2018,991.34,987.95,995.55,987.95,178.48K,0.34%
09/13/2018,987.95,987.48,992.96,984.92,172.90K,0.10%
9/12/2018,987.01,990,994.83,987.01,184.15K,0.20%
9/11/2018,985.06,968.41,985.06,967.92,192.82K,1.52%
9/10/2018,970.34,969.74,974.59,968.19,190.67K,0.15%
9/7/2018,968.9,955.5,969.34,955.5,169.77K,1.12%
9/6/2018,958.19,968.37,970.84,957.99,160.38K,-1.06%
9/5/2018,968.44,975.05,978.78,964.8,181.15K,-0.77%
9/4/2018,975.94,990.79,992.18,975.94,185.94K,-1.37%
08/31/2018,989.54,998.55,"1,003.06",989.54,186.55K,-0.85%
08/30/2018,998.07,987.62,998.07,983.43,186.70K,1.00%
08/29/2018,988.17,995.05,995.05,987.47,176.89K,-0.71%
08/28/2018,995.19,991.92,995.29,989.81,176.27K,0.33%
08/27/2018,991.92,990.19,994.54,990.03,189.51K,0.49%
08/24/2018,987.05,985.49,989.21,982.88,180.07K,-0.03%
08/23/2018,987.36,984.12,989.45,982.48,146.85K,0.53%
08/22/2018,982.15,979.21,986.36,979.21,204.11K,0.30%
08/21/2018,979.21,968.46,979.21,968.45,200.58K,0.99%
08/20/2018,969.62,970.81,973.57,966.46,180.83K,0.08%
08/17/2018,968.88,971.4,975.52,968.88,151.07K,0.48%
08/16/2018,964.28,952.83,964.28,947.09,174.03K,0.30%
08/15/2018,961.37,980.45,982,961.37,188.94K,-1.73%
08/14/2018,978.27,979.66,981.42,974.47,177.30K,0.02%
08/13/2018,978.04,966.46,978.04,963.41,213.22K,0.99%
8/10/2018,968.47,962.03,968.47,955.04,185.25K,0.52%
8/9/2018,963.5,968.57,972.52,963.5,167.64K,-0.29%
8/8/2018,966.27,958.31,966.27,958.31,155.17K,0.99%
8/7/2018,956.79,957.7,962.02,953.71,162.14K,-0.36%
8/6/2018,960.23,960.12,962.99,955.42,229.66K,0.07%
8/3/2018,959.6,957.92,966.1,955.13,197.53K,0.63%
8/2/2018,953.55,952.75,953.55,942.39,212.46K,0.08%
8/1/2018,952.77,957.35,960.05,949.89,202.12K,-0.38%
